Primary_Sponsor,Direct_Sponsors,Project_Wbs_Id,G_C,Profit_Center_Id,Sponsor_Contract_Number,Supervisor,Project_W,Project_Wbs Expiration_D,Fytd_Amount,Auth_Total,Unexpended_Balance
,,6921966,C,P320000,MITEI MEMBERSHIP SEE,Stephanopoulos /Gregory,09/01/10,05/31/13,0,99939,0
,,6921967,C,P320000,MITEI MEMBERSHIP SEE,Varanasi /Kripa,06/01/10,12/31/12,0,149788,0
,,6921968,C,P320000,MITEI MEMBERSHIP SEE,Wang /Evelyn,05/17/10,05/16/12,0,99990,0
,,6921969,C,P320000,MITEI MEMBERSHIP SEE,Woskov /Paul P,06/01/10,05/31/11,0,119951,0
,,6922100,C,P122172,LEADERSHIP CONSORTI,Ancona /Deborah G,05/07/10,05/31/18,0,0,0
,,6922101,C,P122172,LEADERSHIP CONSORTI,Ancona /Deborah G,05/07/10,11/17/14,0,0,0
,,6922102,C,P122172,LEADERSHIP CONSORTI,Ancona /Deborah G,05/07/10,05/31/15,0,0,0
,,6923622,C,P320000,MITEI MEMBERSHIP SEE,Buongiorno /Jacopo,04/01/11,01/31/14,0,150000,0
,,6923623,C,P320000,MITEI MEMBERSHIP SEE,Dahleh /Munther A,04/01/11,03/31/13,0,150000,0
,,6923624,C,P320000,MITEI MEMBERSHIP SEE,Dinca /Mircea,04/01/11,03/31/13,0,99992,0
,,6923625,C,P320000,MITEI MEMBERSHIP SEE,Duflo /Esther,04/01/11,09/30/12,0,133483,0
,,6923626,C,P320000,MITEI MEMBERSHIP SEE,Einstein /Herbert H,04/01/11,09/30/13,0,150000,0
,,6923627,C,P320000,MITEI MEMBERSHIP SEE,Grossman /Jeffrey C.,04/01/11,02/28/12,0,50000,0
,,6923628,C,P320000,MITEI MEMBERSHIP SEE,Hadjiconstantinou /Nicolas,04/01/11,10/31/13,0,85024,0
,,6923629,C,P320000,MITEI MEMBERSHIP SEE,Kong /Jing,04/01/11,03/31/13,0,75000,0
,,6923630,C,P320000,MITEI MEMBERSHIP SEE,Perakis /Georgia,04/01/11,03/15/14,0,90000,0
,,6923631,C,P320000,MITEI MEMBERSHIP SEE,Sarma /Sanjay E,04/01/11,03/31/13,0,99830,0
,,6923632,C,P320000,MITEI MEMBERSHIP SEE,Trumper /David L,04/01/11,03/31/13,0,99989,0
,,6923633,C,P320000,MITEI MEMBERSHIP SEE,Varanasi /Kripa,04/01/11,03/31/13,0,150000,0
,,6923634,C,P320000,MITEI MEMBERSHIP SEE,Wescoat /James,04/01/11,08/31/13,0,150000,0
,,6923635,C,P320000,MITEI MEMBERSHIP SEE,Zhang /Shuguang,04/01/11,03/31/13,0,150000,0
,,6924144,C,P430000,AGMT. DTD. 7/1/06,Hirsch /Paula,06/01/11,06/30/17,3229,755385,-77854
,,6924405,C,P430000,AGMT. DTD. 7/1/06,Hirsch /Paula,06/01/11,12/31/13,0,71134,0
,,6925580,C,P320000,MITEI MEMBERSHIP SEE,Armstrong /Robert C,04/01/12,06/01/15,0,3799,3799
,,6925581,C,P320000,MITEI MEMBERSHIP SEE,Blankschtein /Edmundo D,07/01/12,01/15/15,0,150000,0
,,6925582,C,P320000,MITEI MEMBERSHIP SEE,Buie /Cullen,04/01/12,03/31/14,0,69415,0
,,6925583,C,P320000,MITEI MEMBERSHIP SEE,Chisholm /Sallie W,04/01/12,03/31/14,0,150000,0
,,6925584,C,P320000,MITEI MEMBERSHIP SEE,Dinca /Mircea,07/01/12,12/31/13,0,99990,0
,,6925585,C,P320000,MITEI MEMBERSHIP SEE,Fitzgerald /Eugene A,04/01/12,04/30/14,0,150000,0
,,6925586,C,P320000,MITEI MEMBERSHIP SEE,Grossman /Jeffrey C.,04/01/12,07/31/13,0,99977,0
,,6925587,C,P320000,MITEI MEMBERSHIP SEE,Kong /Jing,04/01/12,05/31/14,0,150000,0
,,6925588,C,P320000,MITEI MEMBERSHIP SEE,O'Sullivan /Francis Martin,04/01/12,01/31/17,0,71622,0
,,6925589,C,P320000,MITEI MEMBERSHIP SEE,Perreault /David J,04/01/12,03/31/14,0,74700,0
,,6925590,C,P320000,MITEI MEMBERSHIP SEE,Reinhart /Christoph,04/01/12,03/31/14,0,149899,0
,,6925591,C,P320000,MITEI MEMBERSHIP SEE,Tuller /Harry L,04/01/12,03/31/14,0,74981,0
,,6925592,C,P320000,MITEI MEMBERSHIP SEE,Varanasi /Kripa,04/01/12,03/31/14,0,150000,0
,,6925593,C,P320000,MITEI MEMBERSHIP SEE,Williams /John R,04/01/12,11/26/14,0,150000,0
,,6926705,C,P320000,MITEI MEMBERSHIP SEE,Buie /Cullen,04/01/12,12/01/12,0,5585,0
,,6927073,C,P069400,AGMT. DTD. 10/1/2012,Seering /Warren Paul,10/01/12,07/31/17,157914,725000,-30311
,,6927725,C,P039010,MEDIA LAB CONSORTIA,Ito /Joichi,07/01/13,05/31/20,0,64568306,64260559
,,6927879,C,P320000,MITEI MEMBERSHIP SEE,Armstrong /Robert C,04/01/13,08/31/16,0,0,0
,,6927880,C,P320000,MITEI MEMBERSHIP SEE,Williams /John R,06/01/13,05/31/15,0,150000,0
,,6927881,C,P320000,MITEI MEMBERSHIP SEE,Brushett /Fikile R,04/01/13,03/31/15,0,74833,0
,,6927882,C,P320000,MITEI MEMBERSHIP SEE,Juanes /Ruben,06/01/13,05/31/16,0,99993,0
,,6927883,C,P320000,MITEI MEMBERSHIP SEE,Kolpak /Alexie M.,05/01/13,10/31/14,0,75000,0
,,6927884,C,P320000,MITEI MEMBERSHIP SEE,Hatton /Trevor Alan,04/01/13,09/30/14,0,75037,0
,,6927885,C,P320000,MITEI MEMBERSHIP SEE,Leeb /Steven B,09/01/13,07/31/16,-283,74922,0
,,6927887,C,P320000,MITEI MEMBERSHIP SEE,Allanore /Antoine,04/01/13,04/30/15,0,75000,0
,,6927888,C,P320000,MITEI MEMBERSHIP SEE,Demaine /Erik D,04/01/13,03/31/15,0,75000,0
,,6927889,C,P320000,MITEI MEMBERSHIP SEE,Demanet /Laurent,10/01/13,08/31/16,0,143000,0
,,6927890,C,P320000,MITEI MEMBERSHIP SEE,Gradecak /Silvija,04/01/13,07/31/14,0,74999,0
,,6927891,C,P320000,MITEI MEMBERSHIP SEE,Roman /Yuriy,04/15/13,10/31/14,0,34999,0
,,6927892,C,P320000,MITEI MEMBERSHIP SEE,Selin /Noelle E,04/01/13,03/31/15,0,73764,0
,,6927893,C,P320000,MITEI MEMBERSHIP SEE,Wang /Evelyn,04/01/13,03/31/15,0,75000,0
,,6928021,C,P039010,MEDIA LAB CONSORTIA,Lippman /Andrew B,07/01/13,12/31/17,79994,894796,210190
,,6928043,C,P069501,MASTER AGREEMENT,Coughlin /Joseph F,06/01/13,05/31/18,951397,5117187,2747743
,,6928054,C,P039010,MEDIA LAB CONSORTIA,Ito /Joichi,07/01/13,06/30/20,0,5768294,5768294
,,6928055,C,P039010,MEDIA LAB CONSORTIA,Peterson /Linda G,07/01/13,06/30/20,4139619,0,-12845728
,,6928056,C,P039010,MEDIA LAB CONSORTIA,Degnan /Nicole,07/01/13,06/30/20,319218,0,-3452788
,,6928057,C,P039010,MEDIA LAB CONSORTIA,Peterson /Linda G,07/01/13,06/30/20,357234,0,-1665216
,,6928058,C,P039010,MEDIA LAB CONSORTIA,Ito /Joichi,07/01/13,06/30/20,361734,0,"497,731"
,,6928059,C,P039010,MEDIA LAB CONSORTIA,Bletsas /Michail,07/01/13,06/30/20,286235,0,-732638
,,6928060,C,P039010,MEDIA LAB CONSORTIA,Holtzman /Henry N,07/01/13,06/30/14,0,0,-10995
,,6928111,C,P320000,MITEI MEMBERSHIP SEE,Roman /Yuriy,06/13/13,10/31/14,0,39999,0
,,6929240,C,P069500,MASTER AGREEMENT,Coughlin /Joseph F,12/01/13,06/30/14,0,7813,0
,,6929338,C,P065005,MASTER AGREEMENT,Wierzbicki /Tomasz,01/01/14,12/31/17,489304,1950000,-79877
,,6929467,C,P320000,CONTRACT NO. 8610-591,Buongiorno /Jacopo,01/01/14,06/30/17,110549,304500,-10542
,,6929567,C,P065005,MASTER AGREEMENT- E,Wierzbicki /Tomasz,01/01/14,12/31/17,252813,687000,-148195
,,6929609,C,P039010,MEDIA LAB CONSORTIA,Ito /Joichi,07/01/13,06/30/20,296238,0,-909006
,,6929753,C,P065004,MASTER AGREEMENT,Hadjiconstantinou /Nicolas,06/01/14,08/31/17,179546,329884,39737
,,6929840,C,P320000,MITEI MEMBERSHIP SEE,Barton /Paul I,04/01/14,08/31/15,0,100000,0
,,6929841,C,P320000,MITEI MEMBERSHIP SEE,Bazant /Martin Z,04/01/14,03/31/16,-651,100000,0
,,6929842,C,P320000,MITEI MEMBERSHIP SEE,Sapsis /Themistoklis Panagioti,04/01/14,03/31/17,15899,100000,0
,,6929843,C,P320000,MITEI MEMBERSHIP SEE,Trancik /Jessika,06/01/14,05/31/15,0,99976,0
,,6929844,C,P320000,MITEI MEMBERSHIP SEE,Bromberg /Leslie,05/01/14,10/31/16,3992,100000,0
,,6929845,C,P320000,MITEI MEMBERSHIP SEE,Buonassisi /Anthony,04/01/14,03/31/16,-21,72243,0
,,6929846,C,P320000,MITEI MEMBERSHIP SEE,Hart /Anastasios John,04/01/14,06/30/17,-1402,100000,5228
,,6929847,C,P320000,MITEI MEMBERSHIP SEE,Kulik /Heather Janine,04/01/14,02/28/15,0,100000,0
,,6929848,C,P320000,MITEI MEMBERSHIP SEE,Holten-Andersen /Niels,04/01/14,08/31/16,7972,49621,0
,,6929849,C,P320000,MITEI MEMBERSHIP SEE,Warshaw /Christopher S,04/01/14,12/31/16,40093,78657,0
,,6929850,C,P320000,MITEI MEMBERSHIP SEE,Tisdale /William,04/01/14,03/31/16,0,99976,0
,,6929859,C,P039010,MEDIA LAB CONSORTIA,Resnick /Mitchel J,01/01/14,12/31/16,38424,300000,-619
,,6930080,C,P320000,UTILITY OF THE FUTURE,Perez-Arriaga /Jose Ignacio,01/01/14,05/01/17,412853,2491139,-7120
,,6930095,C,P320000,MITEI MEMBERSHIP SEE,Johnson /Jeremiah A.,04/01/14,03/31/16,0,50000,0
,,6930276,C,P320000,MITEI MEMBERSHIP SEE,Buonassisi /Anthony,07/01/14,03/31/15,0,27757,0
,,6931049,C,P039010,MEDIA LAB CONSORTIA,Bove /V Michael,07/01/13,12/31/17,66034,333825,128294
,,6931072,C,P069501,MASTER AGREEMENT,Coughlin /Joseph F,11/04/14,07/31/17,96109,215000,116439
,,6931077,C,P039010,MEDIA LAB CONSORTIA,Slavin /Kevin,07/01/13,08/31/15,0,71379,0
,,6931148,C,P121110,MASTER AGREEMENT,Madnick /Stuart E,11/06/14,05/23/20,-245090,165000,104670
,,6931193,C,P039010,MEDIA LAB CONSORTIA,Hidalgo Ramaciotti /Cesar A.,01/01/15,05/31/18,33836,375000,148630
,,6931512,C,P039010,MEDIA LAB CONSORTIA,Picard /Rosalind W.,01/15/15,12/31/17,145118,384000,7270
,,6931513,C,P039010,MEDIA LAB CONSORTIA,Maes /Patricia,01/15/15,11/30/17,8518,43000,29850
,,6931753,C,P320000,MITEI MEMBERSHIP SEE,Checkelsky /Joseph,07/01/15,06/30/17,6183,20440,30
,,6931754,C,P320000,MITEI MEMBERSHIP SEE,Ben-Akiva /Moshe E,04/01/15,12/31/17,39841,75000,7708
,,6931755,C,P320000,MITEI MEMBERSHIP SEE,Fehler /Michael C,04/01/15,10/31/16,0,74999,0
,,6931756,C,P320000,MITEI MEMBERSHIP SEE,Doyle /Patrick S,06/01/15,12/31/16,-2942,75000,0
,,6931757,C,P320000,MITEI MEMBERSHIP SEE,Wang /Evelyn,04/01/15,03/31/17,0,37496,0
,,6931758,C,P320000,MITEI MEMBERSHIP SEE,Hart /Anastasios John,04/01/15,09/30/16,-4309,75000,0
,,6931759,C,P320000,MITEI MEMBERSHIP SEE,Hatton /Trevor Alan,06/01/15,11/30/16,-877,75000,0
,,6931760,C,P320000,MITEI MEMBERSHIP SEE,Kocar /Benjamin David,09/01/15,08/31/17,72139,75000,2861
,,6931761,C,P320000,MITEI MEMBERSHIP SEE,Surendranath /Yogesh,01/01/16,12/31/17,53786,75000,1723
,,6931762,C,P320000,MITEI MEMBERSHIP SEE,Varanasi /Kripa,04/01/15,06/30/17,-182,75000,0
,,6931763,C,P320000,MITEI MEMBERSHIP SEE,Hart /Anastasios John,04/01/15,10/31/16,-10069,37500,0
,,6931801,C,P061093,CONSORTIUM DATED 05/,Leveson /Nancy G,05/01/15,08/31/17,81867,250000,79605
,,6932001,C,P039010,MEDIA LAB CONSORTIA,Herr /Hugh M,05/01/15,06/30/20,116213,240000,-154659
,,6932018,C,P039020,AGMT. DTD. 7/1/02,Gershenfeld /Neil A,06/02/15,09/30/15,0,16012,0
,,6932044,C,P320000,MITEI MEMBERSHIP SEE,Grossman /Jeffrey C.,04/01/15,10/31/16,16643,37491,0
,,6932052,C,P320000,MITEI MEMBERSHIP SEE,Gleason /Karen K,04/01/15,03/31/17,36518,37500,123
,,6932596,C,P320000,MITEI MEMBERSHIP SEE,Checkelsky /Joseph,08/18/15,05/31/16,-3495,0,0
,,6932598,C,P320000,MITEI MEMBERSHIP SEE,Checkelsky /Joseph,08/31/15,03/31/16,0,35826,0
,,6932681,C,P069501,AVT CONSORTIUM EXPE,Coughlin /Joseph F,09/01/15,04/30/18,748745,1360000,438869
,,6933058,C,P069400,,Pentland /Alex Paul,10/01/15,09/30/18,177349,380000,31428
,,6933109,C,P069501,TBD,Coughlin /Joseph F,10/01/15,09/30/17,88747,700000,610437
,,6933433,C,P069200,,Voigt /Christopher A.,01/01/16,04/11/20,9079,290000,280921
,,6933504,C,P122170,PECM PROJECT,Westerman /George F,10/01/15,05/31/16,0,95823,0
,,6933612,C,P320000,,Perez-Arriaga /Jose Ignacio,09/01/15,02/28/17,158570,278083,0
,,6933857,C,P039010,MEDIA LAB CONSORTIA,Ishii /Hiroshi,02/01/16,01/31/18,275206,500000,173621
,,6933879,C,P320000,MITEI MEMBERSHIP SEE,Fehler /Michael C,10/01/16,09/30/18,63156,149619,86463
,,6933880,C,P320000,MITEI MEMBERSHIP SEE,Sadoway /Donald Robert,04/01/16,03/31/18,46483,61750,10488
,,6933881,C,P320000,MITEI MEMBERSHIP SEE,Surendranath /Yogesh,05/01/16,10/31/17,42750,49960,7101
,,6933882,C,P320000,MITEI MEMBERSHIP SEE,Hatton /Trevor Alan,05/01/16,10/31/17,33963,49960,15997
,,6933883,C,P320000,MITEI MEMBERSHIP SEE,Winter /Amos G,04/01/16,08/31/17,32927,100000,67073
,,6933884,C,P320000,MITEI MEMBERSHIP SEE,Yildiz /Bilge,06/01/16,10/31/17,48295,100000,51705
,,6933885,C,P320000,MITEI MEMBERSHIP SEE,Williams /John R,06/01/16,05/31/18,16409,150000,126430
,,6933886,C,P320000,MITEI MEMBERSHIP SEE,Roman /Yuriy,04/01/16,03/31/18,52892,74990,20875
,,6933887,C,P320000,MITEI MEMBERSHIP SEE,Gonzalez /Marta C.,04/01/16,03/31/18,29363,62201,32838
,,6933888,C,P320000,MITEI MEMBERSHIP SEE,Madnick /Stuart E,04/01/16,12/31/17,78119,129000,44648
,,6933986,C,P039010,MEDIA LAB CONSORTIA,Narula /Neha,01/01/16,12/31/17,443120,400000,-81333
,,6934058,C,P039010,MEDIA LAB CONSORTIA,Ishii /Hiroshi,01/15/15,11/30/17,5000,38000,33000
,,6934145,C,P039010,MEDIA LAB CONSORTIA,Picard /Rosalind W.,01/15/15,11/30/17,52,10000,1319
,,6934248,C,P065004,MASTER AGREEMENT,Hadjiconstantinou /Nicolas,06/05/16,11/15/16,5975,6116,0
,,6934423,C,P320000,MITEI MEMBERSHIP SEE,Roman /Yuriy,06/23/16,03/31/18,28467,75010,46543
,,6934475,C,P069400,MASTER AGREEMENT,Pentland /Alex Paul,07/11/16,12/01/17,309809,800000,490191
,,6934665,C,P039010,MEDIA LAB CONSORTIA,Picard /Rosalind W.,04/01/16,03/31/18,59990,200000,140010
,,6934871,C,P039010,MEDIA LAB CONSORTIA,Maes /Patricia,08/01/16,07/31/17,141234,135000,-6234
,,6935070,C,P065005,MASTER AGREEMENT- E,Wierzbicki /Tomasz,09/01/16,12/31/17,68893,123000,54108
,,6935078,C,P430000,AGMT. DTD. 7/1/06,Hirsch /Paula,09/01/16,06/30/17,-67931,125000,192931
,,6935151,C,P039010,MEDIA LAB CONSORTIA,Ishii /Hiroshi,11/01/16,04/30/17,155000,155000,0
,,6935318,C,P320000,MITEI MEMBERSHIP SEE,Checkelsky /Joseph,11/01/16,06/30/17,15288,18734,3446
,,6935717,C,P320000,MITEI MEMBERSHIP SEE,Sadoway /Donald Robert,08/01/16,03/31/18,0,5700,5700
,,6935788,C,P039010,MEDIA LAB CONSORTIA,Adib /Fadel,09/01/16,01/31/20,50958,100000,49042
,,6936299,C,P039010,MEDIA LAB CONSORTIA,Ishii /Hiroshi,04/01/17,03/31/19,0,0,0
,,6936398,C,P320000,MITEI MEMBERSHIP SEE,Sarma /Sanjay E,05/01/17,10/31/18,3545,0,-3545
,,6936402,C,P320000,MITEI MEMBERSHIP SEE,Bazant /Martin Z,04/01/17,09/30/18,25468,0,-25468
,,7082900,C,P266300,MASTER CONSORTIUM,Vandiver /John Kim,07/01/88,06/30/19,132541,3008235,34835
,,7185300,C,P063007,IESL AFFILIATES PROGR,Williams /John R,03/01/89,06/30/13,0,1428645,-226365
,,7277900,C,P065005,MASTER AGREEMENT,Tian /Tian,07/01/89,08/31/18,1265176,15838426,987741
,,7296100,C,P063007,PRIOR MEMBERSHIP,Logcher /Robert D,09/01/89,08/31/91,0,373180,0
,,7296200,C,P063007,PRIOR MEMBERSHIP,Lerman /Steven R,09/01/89,08/31/91,0,146108,0
,,7470800,C,P063007,PRIOR MEMBERSHIP,Lerman /Steven R,09/01/89,08/31/91,0,35596,0
,,7523600,C,P401800,PRIOR MEMBERSHIP,Lerman /Steven R,04/01/91,08/31/92,0,253928,0
,,7588300,C,P063007,PRIOR MEMBERSHIP,Hudson /Donna J,09/01/91,12/31/93,0,71104,0
,,7631500,C,P122030,PRIOR AGREEMENT,Malone /Thomas W,10/10/91,04/14/18,12595,3615784,89158
,,7711800,C,P063007,PRIOR MEMBERSHIP,Hudson /Donna J,06/01/92,12/31/93,0,100124,0
,,7773900,C,P121110,MASTER AGREEMENT,Madnick /Stuart E,09/01/92,12/31/17,0,457886,13733
,,7774000,C,P121110,PRIOR MEMBERSHIP,Madnick /Stuart E,09/01/92,06/30/18,0,223768,0
,,9148600,C,P065004,MASTER AGREEMENT,Cheng /Wai K,09/01/81,09/30/17,731510,15729457,240439
,,9491100,C,P069800,MASTER AGREEMENT,Clark /Joel P,04/01/84,12/31/17,0,2904630,271617
,006154 The Hong Kong,6931835,C,P065005,ITS/248/14FP,Shao-Horn /Yang,03/16/15,06/15/17,96819,256390,"9,019"
,,6931920,C,P069850,ITS/248/14FP,Thompson /Carl Vernette,03/16/15,06/15/17,91614,275090,-418
,Total by Primary Sponsor,,,,,,,,18048954,279801850,96153545
005044 American Association For Cancer Research,005044 American Assoc,6934470,C,P402000,SU2C-AACR-IRG-09-16,Vander Heiden /Matthew G.,07/01/16,06/30/19,307650,750000,442350
,Total by Primary Sponsor,,,,,,,,307650,750000,442350
"005050 American Cancer Society, Incorporated","005050 American Cancer Society,",6929144,C,P151067,RSG-13-396-01-RMC,Gilbert /Wendy,01/01/14,06/30/17,213754,702500,129635
,,6929863,C,P151070,125792-RSG-14-039-01-CS,Martin /Adam C,07/01/14,06/30/18,152266,792000,264358
,Total by Primary Sponsor,,,,,,,,366020,1494500,393993
005055 American Chemical Society,005055 American Chemical Society,6930366,C,P153000,PRF# 54498-ND8,Bosak /Tanja,09/01/14,08/31/17,23709,110000,-149
,,6934315,C,P062000,PRF # 56719-DN19,Swan /James W,09/01/16,08/31/17,29678,66674,36997
,Total by Primary Sponsor,,,,,,,,53386,176674,36848
005065 American Heart Association,005065 American Heart Association,6929058,C,P151070,14GRNT18880059,Martin /Adam C,01/01/14,12/31/16,35635,198000,0
,,6930357,C,P267600,14CSA20500002,Lu /Timothy K,07/01/14,06/30/17,6305,375150,146616
,,6930651,C,P267600,14CSA20500002,Lu /Timothy K,07/01/14,06/30/17,33148,374851,228585
,,6931995,C,P151065,15GRNT25670044,Boyer /Laurie Ann,07/01/15,06/30/17,61704,132000,4080
,006570 Massachusetts,6935514,C,P267600,FUND #229460,Lu /Timothy K,07/01/16,06/30/17,8904,88000,79096
,Total by Primary Sponsor,,,,,,,,145696,1168000,458378
005066 American Federation for Aging Research,005066 American Feder,6932237,C,P402000,LETTER DATED 6/24/15,Yilmaz /Omer,07/01/15,06/30/17,11059,98500,0
,Total by Primary Sponsor,,,,,,,,11059,98500,0
005075 American Iron And Steel Institute,005075 American Iron And Steel Institute,6918982,C,P069850,AGMT. DTD. 9/2/08,Sadoway /Donald Robert,07/01/08,09/01/11,-273,1485309,0
,,6931795,C,P065005,AGREEMENT DATED 01/0,Wierzbicki /Tomasz,01/01/15,03/31/17,149904,299904,0
,Total by Primary Sponsor,,,,,,,,149631,1785213,0
"005150
Anonymous Foundation",005150 Anonymous Foundation,6923439,C,P091020,GRANT NO: 3551,Olken /Benjamin,01/01/11,12/31/18,0,114248,-98412
,,6925104,C,P091020,GRANT NO. 3658,Glennerster /Rachel,07/01/11,12/31/15,16399,134889,0
,,6926856,C,P091020,GRANT NO. 4418,Sharma /Vandana,01/01/13,12/31/15,-80577,285775,0
,,6926947,C,P091020,GRANT NO. 4125,Glennerster /Rachel,07/01/12,09/30/17,88244,810629,453863
,,6927962,C,P091020,GRANT NO. 4125,Glennerster /Rachel,07/01/12,09/30/17,160789,389371,-440200
,,6927963,C,P091020,GRANT NO: 3551,Olken /Benjamin,01/01/11,12/31/18,274094,267855,-807295
,,6930041,C,P091020,GRANT NO. 5089,Olken /Benjamin,05/01/14,05/31/17,25637,54950,-91336
,,6930368,C,P091020,GRANT NO. 5089,Olken /Benjamin,05/01/14,05/31/17,55076,245050,-9581
,,6930373,C,P091020,GRANT NO. 5089,Glennerster /Rachel,07/01/14,06/30/17,0,100000,13691
,,6930374,C,P091020,GRANT NO. 5006,Glennerster /Rachel,05/01/14,06/30/17,362583,360911,-96946
,,6930913,C,P091020,GRANT NO. 5204,Duflo /Esther,05/01/14,09/30/15,-355,149269,0
,,6932793,C,P091020,5521,Olken /Benjamin,10/01/15,12/31/21,60416,587644,527228
,,6934091,C,P091020,GRANT NO. 5976,Glennerster /Rachel,06/01/16,05/31/18,56091,69830,13739
,,6934234,C,P091020,GRANT NO. 5976,Glennerster /Rachel,06/01/16,05/31/18,36376,130170,93794
,006112 Harvard Medica,6923156,C,P039000,283407.5043359.0007,Boyden /Edward,11/01/10,10/31/12,-16,99361,0
,Total by Primary Sponsor,,,,,,,,1054756,3799953,"441,455"
005157 ASML,005157 ASML,6919311,C,P267200,PO 231016082,Trumper /David L,01/30/09,12/31/18,145735,1482183,328735
,,6922117,C,P069700,PO 6481452,Trumper /David L,03/01/10,12/31/14,0,25160,0
,,6931523,C,P267200,PO 6786212/ PO 6568346 /,Trumper /David L,02/01/15,12/31/17,4252,60000,10851
,Total by Primary Sponsor,,,,,,,,149987,1567343,339586
005164 Ferrari S.p.A.,005164 Ferrari S.p.A.,6893520,C,P065005,OA#99025367-CF#19655-C,Tian /Tian,06/01/02,12/31/17,34959,646564,40
,,6924326,C,P061093,AGRMT DTD 7/22/11,Wardle /Brian L,08/02/11,10/31/16,887,241000,0
,Total by Primary Sponsor,,,,,,,,35846,887564,40
005165 Applied Physics Lab of Johns Hopkins,007617 University of Mi,6936077,C,P401710,A005821704,Foster /John C,07/15/16,12/15/17,87996,100000,12004
,007634 University of Ne,6934481,C,P401710,17-005,Foster /John C,07/15/16,10/31/17,85748,77600,-8148
,Total by Primary Sponsor,,,,,,,,173744,177600,3856
005170 Argonne National Lab (Do Not Use),005170 Argonne Nation,6933395,C,P068000,6F-30461,Baglietto /Emilio,12/03/15,03/31/17,56854,125000,17235
,Total by Primary Sponsor,,,,,,,,56854,125000,17235
005173 Arizona State University,005173 Arizona State U,6934724,C,P159900,OTH00000328,Kelsey /James E,08/01/16,12/31/18,4223,458000,453777
,Total by Primary Sponsor,,,,,,,,4223,458000,453777
005179 Arthur Vining Davis Foundation,005179 Arthur Vining D,6929373,C,P093800,LETTER DTD 2/26/14,Osterweil /Scot,07/01/14,10/30/16,2970,150000,0
,Total by Primary Sponsor,,,,,,,,2970,150000,0
005209 Arnold An Mabel Beckman Foundation,005209 Arnold And Mabel Beckman Foundation,6932156,C,P061901,AGMT DTD 6/17/2015,Shalek /Alexander K,09/01/15,08/31/17,199763,375059,-42954
,,6934355,C,P152000,LTR. AGREEMENT DTD. 0,Schlau-Cohen /Gabriela S,06/01/16,08/31/17,103199,187500,84301
,,6935723,C,P151002,"LETTER DATED FEB 1, 20",Schwartz /Thomas,07/01/17,06/30/18,0,2500000,2500000
,,6936187,C,P267600,AGMT DTD 4/6/17,Fujimoto /James G,09/01/17,08/31/18,0,200000,200000
,Total by Primary Sponsor,,,,,,,,302962,3262559,2741347
"005214 Shell International Exploration & Production, Inc.","005214 Shell International Exploration & Production, Inc.",6921907,C,P320000,SHELL MITEI FOUNDING,Armstrong /Robert C,04/01/10,12/31/17,0,26,26
,,6922053,C,P320000,SHELL CONTRACT NO. G,Germaine /John T,04/15/10,10/31/13,0,95529,0
,,6922139,C,P320000,SHELL CONTRACT NO. G,Armstrong /Robert C,04/01/10,05/31/18,0,600020,600020
,,6924294,C,P320000,SHELL CONTRACT NO. G,Ceyer /Sylvia Teresse,06/01/11,05/31/13,0,199980,0
,,6924295,C,P320000,SHELL CONTRACT NO. G,Ghoniem /Ahmed F,09/01/11,08/31/13,0,200000,0
,,6924968,C,P320000,SHELL CONTRACT NO. G,Varanasi /Kripa,07/01/11,12/31/17,200562,1639934,-162
,,6924969,C,P320000,SHELL CONTRACT NO. G,Ulm /Franz-Josef,09/01/11,08/31/16,97868,2500000,0
,,6925132,C,P320000,"SHELL PO 4550055813, S",Indyk /Piotr,12/01/11,11/30/17,75167,1549720,62750
,,6925133,C,P320000,CONTRACT# GFSTE10000,Freeman /William T,12/01/11,11/30/17,200135,3375000,210090
,,6925154,C,P320000,SHELL MITEI FOUNDING,Buyukozturk /Oral,12/01/11,11/30/17,321423,2000000,180684
,,6925199,C,P320000,SHELL MITEI FOUNDING,Poggio /Tomaso A,12/01/11,11/30/17,174814,810904,137924
,,6925200,C,P320000,SHELL MITEI FOUNDING,Jaakkola /Tommi S,12/01/11,11/30/17,0,414886,45718
,,6925201,C,P320000,SHELL MITEI FOUNDING,Freeman /William T,12/01/11,04/30/15,0,193409,0
,,6925313,C,P320000,SHELL MITEI FOUNDING,Adelson /Edward H,12/01/11,11/30/17,120764,875000,41392
,,6925314,C,P320000,SHELL MITEI FOUNDING,Durand /Frederic,12/01/11,11/30/17,27341,875000,53640
,,6925315,C,P320000,SHELL MITEI FOUNDING,Fisher /John W,12/01/11,11/30/17,198948,875000,7154
,,6925538,C,P320000,SHELL - MITEI CONTRAC,Reilly /John M,09/01/11,08/31/17,55906,625000,-221
,,6925837,C,P320000,SHELL MITEI FOUNDING,Indyk /Piotr,06/01/12,08/15/12,0,16856,0
,,6925884,C,P320000,SHELL MITEI FOUNDING,Liu /Yuming,02/15/12,03/31/14,0,312210,0
,,6925910,C,P320000,SHELL CONTRACT NO. G,Wierzbicki /Tomasz,01/01/12,12/31/13,0,200000,0
,,6926393,C,P320000,SHELL MITEI FOUNDING,Buyukozturk /Oral,09/01/12,05/31/13,0,60000,0
,,6926394,C,P320000,SHELL CONTRACT NO. G,Varanasi /Kripa,09/01/12,05/31/13,0,60000,0
